"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","volatile",1,1,"Green",61.0992878986869,61.7560157493105
"Full","volatile",2,2,"Green",68.7759711034661,67.0936797115943
"Full","volatile",3,3,"Green",74.6264255812797,77.7632023923921
"Full","volatile",4,4,"Green",86.3457223667981,85.9884144252932
"Full","stable",5,5,"Blue",60,60.3541346738181
"Full","volatile",6,6,"Green",77.2233988433005,74.476678168565
"Full","volatile",7,7,"Green",79.155869031479,79.6115239456964
"Full","stable",8,8,"Blue",60,65.8932033220599
"Full","volatile",9,9,"Green",78.9818517725645,81.6829255944155
"Full","volatile",10,10,"Green",70.5679466420984,66.8802557159629
"Full","stable",11,11,"Blue",60,57.5829686373363
"Full","volatile",12,12,"Green",76.5761644048405,73.8820542588409
"Full","volatile",13,13,"Green",60.0698775820279,54.6338244538663
"Full","volatile",14,14,"Green",54.4233507144818,61.4731785688032
"Full","stable",15,15,"Blue",60,57.4300882790294
"Full","stable",16,16,"Blue",60,57.4337169732749
"Full","stable",17,17,"Blue",60,61.1553190650711
"Full","volatile",18,18,"Green",59.9510095806211,61.9933316065919
"Full","stable",19,19,"Blue",60,62.424623512821
"Full","stable",20,20,"Blue",60,61.7217184828206
"Full","stable",21,21,"Blue",60,56.4908331152271
"Full","volatile",22,22,"Green",48.5245510220986,47.4850370741333
"Full","stable",23,23,"Blue",60,64.1466416693389
"Full","stable",24,24,"Blue",60,59.7528724474048
"Full","stable",25,25,"Blue",60,58.9325853157345
"Full","volatile",26,26,"Green",36.3679713050206,37.5396535891594
"Full","volatile",27,27,"Green",29.0594447182681,33.8971119383788
"Full","volatile",28,28,"Green",42.9936739649185,46.2959012354788
"Full","stable",29,29,"Blue",60,62.42885777214
"Full","stable",30,30,"Blue",60,59.1557484677406
"Full","volatile",31,31,"Green",31.2640786752756,30.6470675629518
"Full","stable",32,32,"Blue",60,59.3652293127831
"Full","volatile",33,33,"Green",26.3538467515939,29.490473395769
"Full","volatile",34,34,"Green",38.597661583298,41.9650736592383
"Full","stable",35,35,"Blue",60,60.265711569172
"Full","volatile",36,36,"Green",42.3402827138858,40.1742023414741
"Full","stable",37,37,"Blue",60,60.2900613380994
"Full","stable",38,38,"Blue",60,52.6450136866381
"Full","stable",39,39,"Blue",60,66.8491797418813
"Full","stable",40,40,"Blue",60,60.310611401079
"Partial","volatile",41,1,"Yellow",62.6734151021603,61.240982844397
"Partial","stable",42,2,"Red",60,63.4004091122375
"Partial","volatile",43,3,"Yellow",63.1720693861963,61.6931063723855
"Partial","stable",44,4,"Red",60,55.823247525752
"Partial","stable",45,5,"Red",60,54.3358982235624
"Partial","stable",46,6,"Red",60,59.764599583113
"Partial","volatile",47,7,"Yellow",54.7013595672412,56.4256864758236
"Partial","volatile",48,8,"Yellow",61.251742699589,62.1764577093864
"Partial","volatile",49,9,"Yellow",65.0339304033872,69.7655744822289
