"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","volatile",1,1,"Green",51.7777733959861,54.0936900956034
"Full","volatile",2,2,"Green",56.0731552679232,55.9049357136612
"Full","stable",3,3,"Blue",60,56.6679362440421
"Full","volatile",4,4,"Green",58.0960482010564,56.933066159904
"Full","volatile",5,5,"Green",55.9866550129532,59.2933904284752
"Full","stable",6,6,"Blue",60,58.6056664435534
"Full","volatile",7,7,"Green",47.9025032078577,45.8522819395472
"Full","volatile",8,8,"Green",46.2920825936182,46.3121704172063
"Full","stable",9,9,"Blue",60,60.8030176157634
"Full","volatile",10,10,"Green",48.7864145461624,43.8359056669764
"Full","volatile",11,11,"Green",54.8415916190311,52.56798494528
"Full","volatile",12,12,"Green",52.3429345206087,51.213874853366
"Full","stable",13,13,"Blue",60,58.6368873561033
"Full","stable",14,14,"Blue",60,58.2107091414131
"Full","volatile",15,15,"Green",60.4560565650324,63.1775195144443
"Full","stable",16,16,"Blue",60,60.7352909747208
"Full","stable",17,17,"Blue",60,60.006555997163
"Full","volatile",18,18,"Green",57.3961431292193,53.5259012697532
"Full","stable",19,19,"Blue",60,54.1947092071478
"Full","stable",20,20,"Blue",60,60.9394317202099
"Full","volatile",21,21,"Green",54.7650003961606,51.1250065406901
"Full","volatile",22,22,"Green",47.0701135069759,48.3614470324552
"Full","stable",23,23,"Blue",60,54.2614698257549
"Full","volatile",24,24,"Green",55.0471842174208,54.8961338702307
"Full","stable",25,25,"Blue",60,56.8198861423423
"Full","stable",26,26,"Blue",60,57.9435696065079
"Full","stable",27,27,"Blue",60,55.7412270001707
"Full","volatile",28,28,"Green",73.433757831759,72.708724260068
"Full","stable",29,29,"Blue",60,57.3601277669444
"Full","stable",30,30,"Blue",60,59.3920192613526
"Full","stable",31,31,"Blue",60,59.6091012210835
"Full","volatile",32,32,"Green",63.6140288850644,66.0548693001347
"Full","stable",33,33,"Blue",60,54.1693572289484
"Full","volatile",34,34,"Green",73.6323179917532,72.9291692166362
"Full","volatile",35,35,"Green",76.6796933235172,70.6973238203439
"Full","volatile",36,36,"Green",66.7364195664543,69.11989457792
"Full","stable",37,37,"Blue",60,57.7060579507894
"Full","volatile",38,38,"Green",62.4381812054193,62.016231554627
"Full","stable",39,39,"Blue",60,58.8446894022424
"Full","stable",40,40,"Blue",60,54.485236878447
"Partial","stable",41,1,"Red",60,58.7191703728566
"Partial","volatile",42,2,"Yellow",50.7751038452025,50.0010794539786
"Partial","volatile",43,3,"Yellow",40.9963090276796,41.4087111527968
"Partial","volatile",44,4,"Yellow",37.7783207008902,36.9940978026546
"Partial","stable",45,5,"Red",60,55.1430371479275
"Partial","stable",46,6,"Red",60,53.456758772311
"Partial","stable",47,7,"Red",60,56.2382139629221
"Partial","volatile",48,8,"Yellow",32.0751536837211,35.8184103603192
"Partial","volatile",49,9,"Yellow",36.6305217220531,36.8935065919015
"Partial","stable",50,10,"Red",60,56.473461863839
"Partial","volatile",51,11,"Yellow",35.5778068887835,29.5747992128425
"Partial","stable",52,12,"Red",60,57.5335183230819
"Partial","volatile",53,13,"Yellow",28.1762667799927,27.8716734727979
"Partial","volatile",54,14,"Yellow",18.0189963888178,19.5358298964102
"Partial","stable",55,15,"Red",60,62.478244019516
"Partial","volatile",56,16,"Yellow",13.9565406780246,10.001770756768
"Partial","volatile",57,17,"Yellow",12.6297901254022,14.206862057039
"Partial","stable",58,18,"Red",60,62.2225614080324
"Partial","stable",59,19,"Red",60,56.6543278654699
"Partial","volatile",60,20,"Yellow",20.6723825923436,22.1210225668317
"Partial","stable",61,21,"Red",60,61.210347869968
"Partial","volatile",62,22,"Yellow",19.8235496501697,18.1307673823388
"Partial","volatile",63,23,"Yellow",17.0712893877059,13.0466738354516
"Partial","stable",64,24,"Red",60,56.9420429924667
"Partial","stable",65,25,"Red",60,62.1181401107744
"Partial","volatile",66,26,"Yellow",13.8664876236604,18.3168346788423
"Partial","stable",67,27,"Red",60,60.9484788694161
"Partial","stable",68,28,"Red",60,58.8337725982853
"Partial","volatile",69,29,"Yellow",8.81197723829355,6.75763369553788
"Partial","stable",70,30,"Red",60,61.6727637148769
"Partial","volatile",71,31,"Yellow",6.71121212333133,3.57473698438445
"Partial","stable",72,32,"Red",60,58.044694474042
"Partial","stable",73,33,"Red",60,60.3379595450568
"Partial","volatile",74,34,"Yellow",4.92285138662941,8.57244071284383
"Partial","stable",75,35,"Red",60,61.1143480362753
"Partial","volatile",76,36,"Yellow",11.7809700469754,14.4646910955141
"Partial","volatile",77,37,"Yellow",4.33159750235774,1.1728412924707
"Partial","volatile",78,38,"Yellow",3.02938060483515,5.33364914809497
"Partial","stable",79,39,"Red",60,61.9055903998066
"Partial","stable",80,40,"Red",60,57.1351248479043
"None","stable",81,1,"Orange",60,55.6101054631472
"None","volatile",82,2,"Purple",60.9149079539195,60.4723286127812
"None","volatile",83,3,"Purple",74.965219467667,78.5896902570516
