"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","volatile",1,1,"Green",75.9954880290155,79.3114980021952
"Full","volatile",2,2,"Green",76.4109515024783,75.2679598025338
"Full","volatile",3,3,"Green",83.8988626362993,79.5147322770857
"Full","stable",4,4,"Blue",60,51.2903209610094
"Full","stable",5,5,"Blue",60,59.7895558884781
"Full","stable",6,6,"Blue",60,62.8868834730816
"Full","volatile",7,7,"Green",83.1404947181266,84.2107927034866
"Full","volatile",8,8,"Green",88.1766171160217,88.3454490217439
"Full","volatile",9,9,"Green",106.807711168175,103.920114545183
"Full","stable",10,10,"Blue",60,57.4656988520325
"Full","volatile",11,11,"Green",119.538901688039,114.526602664334
"Full","volatile",12,12,"Green",120,117.032569839679
"Full","stable",13,13,"Blue",60,59.1391843018137
"Full","stable",14,14,"Blue",60,62.9850654975951
"Full","volatile",15,15,"Green",120,117.356894575384
"Full","volatile",16,16,"Green",120,118.915309049479
"Full","stable",17,17,"Blue",60,64.663432387948
"Full","volatile",18,18,"Green",120,118.675778780133
"Full","volatile",19,19,"Green",120,120
"Full","stable",20,20,"Blue",60,64.6220939364916
"Full","volatile",21,21,"Green",120,114.948586304541
"Full","stable",22,22,"Blue",60,60.0190817473917
"Full","volatile",23,23,"Green",114.411465005568,114.589232071012
"Full","volatile",24,24,"Green",105.054482256883,112.181801388835
"Full","volatile",25,25,"Green",117.782823749304,117.997965974895
"Full","stable",26,26,"Blue",60,63.4892916374468
"Full","stable",27,27,"Blue",60,58.8822817977649
"Full","stable",28,28,"Blue",60,58.5134487687638
"Full","stable",29,29,"Blue",60,62.2277844911685
"Full","stable",30,30,"Blue",60,61.8648042330724
"Full","stable",31,31,"Blue",60,57.6986121361419
"Full","volatile",32,32,"Green",115.878999760323,116.986128039135
"Full","volatile",33,33,"Green",109.006097247705,112.23464651415
"Full","stable",34,34,"Blue",60,61.5576322267935
"Full","volatile",35,35,"Green",98.279917342169,97.8571294770086
"Full","stable",36,36,"Blue",60,60.13040169042
"Full","stable",37,37,"Blue",60,60.1679147575147
"Full","stable",38,38,"Blue",60,58.9435104514126
"Full","volatile",39,39,"Green",100.645161088642,92.6596727514325
"Full","stable",40,40,"Blue",60,58.8245069052988
"Partial","volatile",41,1,"Yellow",59.8650403217541,56.5734772559201
"Partial","volatile",42,2,"Yellow",58.5921909962761,58.6710950790667
"Partial","volatile",43,3,"Yellow",53.3005985597257,57.5605028525585
"Partial","volatile",44,4,"Yellow",60.7989621495828,61.9237381263702
"Partial","stable",45,5,"Red",60,60.4642819942493
"Partial","stable",46,6,"Red",60,63.0955648028251
"Partial","volatile",47,7,"Yellow",55.547593382093,59.7088699259473
"Partial","stable",48,8,"Red",60,62.5956191644447
"Partial","stable",49,9,"Red",60,53.6545997860067
"Partial","stable",50,10,"Red",60,62.0737189409269
"Partial","stable",51,11,"Red",60,56.176672630844
"Partial","volatile",52,12,"Yellow",52.2894369595141,52.798513555441
"Partial","stable",53,13,"Red",60,58.2626211785725
"Partial","stable",54,14,"Red",60,53.0583119692401
"Partial","stable",55,15,"Red",60,63.7833516446787
"Partial","stable",56,16,"Red",60,55.9891604423801
"Partial","volatile",57,17,"Yellow",50.8058554176788,50.4172458939007
"Partial","volatile",58,18,"Yellow",46.6229318425822,41.164868484082
"Partial","stable",59,19,"Red",60,61.5842614768364
"Partial","volatile",60,20,"Yellow",41.7817155908899,42.7841401297664
"Partial","stable",61,21,"Red",60,57.7953699808052
"Partial","volatile",62,22,"Yellow",47.2523523653015,47.9764008379503
"Partial","stable",63,23,"Red",60,59.7413721705826
"Partial","stable",64,24,"Red",60,62.8445556791165
"Partial","volatile",65,25,"Yellow",39.0839081056671,45.0952781102279
"Partial","volatile",66,26,"Yellow",39.2023018796041,36.2076786506973
"Partial","stable",67,27,"Red",60,56.6590907880115
"Partial","stable",68,28,"Red",60,63.4581443518197
"Partial","volatile",69,29,"Yellow",51.1158904882824,58.0508849075198
"Partial","stable",70,30,"Red",60,58.2111304433172
"Partial","volatile",71,31,"Yellow",55.9556285295488,58.2889953276186
"Partial","volatile",72,32,"Yellow",59.229575960257,57.1589875120668
"Partial","volatile",73,33,"Yellow",62.0093886019584,57.9979639179376
"Partial","volatile",74,34,"Yellow",51.3872090269921,49.300651883212
"Partial","stable",75,35,"Red",60,58.4312483326776
"Partial","volatile",76,36,"Yellow",51.5289326454495,53.5378487505249
"Partial","volatile",77,37,"Yellow",59.2411068523747,57.0735014642987
"Partial","stable",78,38,"Red",60,60.8888815535608
"Partial","volatile",79,39,"Yellow",46.2213384382044,48.3388686305556
"Partial","stable",80,40,"Red",60,59.4997723458628
"None","volatile",81,1,"Purple",67.2626941852923,75.367318552832
"None","stable",82,2,"Orange",60,60.9926833418265
"None","volatile",83,3,"Purple",66.6678662409602,67.1829832808719
"None","stable",84,4,"Orange",60,59.9134491785718
"None","stable",85,5,"Orange",60,59.7022041187627
"None","stable",86,6,"Orange",60,58.0014839401366
"None","volatile",87,7,"Purple",79.0917922806143,78.2517172167113
"None","volatile",88,8,"Purple",71.5195769192865,70.4624537283931
"None","stable",89,9,"Orange",60,59.1493271396524
"None","volatile",90,10,"Purple",77.1447616445184,75.5634997913995
"None","volatile",91,11,"Purple",85.6222225891374,82.0375312510125
"None","stable",92,12,"Orange",60,60.5695503548481
"None","volatile",93,13,"Purple",82.3552841443476,82.1784736956562
"None","volatile",94,14,"Purple",73.5538594313702,74.6112280003137
"None","volatile",95,15,"Purple",79.9911276088229,83.0411284126797
"None","stable",96,16,"Orange",60,65.623374413855
"None","volatile",97,17,"Purple",69.5110129639945,69.8729386728868
"None","stable",98,18,"Orange",60,62.5227976142003
"None","volatile",99,19,"Purple",50.6439296850694,51.9432892039467
"None","volatile",100,20,"Purple",60.2259641068738,57.4486132727016
"None","volatile",101,21,"Purple",60.5110646464946,57.8822592247229
"None","stable",102,22,"Orange",60,59.4550340542201
"None","volatile",103,23,"Purple",67.368311457956,66.4986760822927
"None","stable",104,24,"Orange",60,55.4939349229169
"None","stable",105,25,"Orange",60,63.2183459093292
"None","volatile",106,26,"Purple",67.5691389462016,70.6749165107118
"None","volatile",107,27,"Purple",53.6340789896062,49.7111157878591
"None","stable",108,28,"Orange",60,60.3738869875683
"None","stable",109,29,"Orange",60,63.7999003222763
"None","volatile",110,30,"Purple",57.7036712518731,60.9932329533858
"None","stable",111,31,"Orange",60,59.9491266798585
"None","volatile",112,32,"Purple",67.6838026389489,67.4872429033372
"None","stable",113,33,"Orange",60,63.5982175719252
"None","volatile",114,34,"Purple",73.4782129939293,74.9377181258423
"None","stable",115,35,"Orange",60,61.3664370794084
"None","stable",116,36,"Orange",60,61.051482393482
"None","volatile",117,37,"Purple",84.2225092563693,79.3178559264342
"None","stable",118,38,"Orange",60,60.1561451947768
"None","stable",119,39,"Orange",60,59.0319985014596
"None","stable",120,40,"Orange",60,57.981033663386
