"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","volatile",1,1,"Green",59.8663984982988,59.371480750182
"Full","stable",2,2,"Blue",60,57.2838842633497
"Full","stable",3,3,"Blue",60,60.2803867701764
"Full","stable",4,4,"Blue",60,62.9006960465141
"Full","stable",5,5,"Blue",60,61.0885861310142
"Full","volatile",6,6,"Green",60.0304993455637,60.1081904387442
"Full","stable",7,7,"Blue",60,60.2334323190266
"Full","stable",8,8,"Blue",60,55.4933599078747
"Full","stable",9,9,"Blue",60,56.5892760054852
"Full","volatile",10,10,"Green",66.9747448512937,64.3849305857335
"Full","volatile",11,11,"Green",61.9074797377635,64.504930812057
"Full","volatile",12,12,"Green",69.8884471588408,67.7218102588856
"Full","volatile",13,13,"Green",83.9703763039757,83.0495290678298
"Full","stable",14,14,"Blue",60,58.8783587516832
"Full","volatile",15,15,"Green",79.3950982209019,84.0318422999177
"Full","volatile",16,16,"Green",73.8981427464491,74.9960280958533
"Full","stable",17,17,"Blue",60,62.2812781034174
"Full","volatile",18,18,"Green",74.831760421201,76.170896381646
"Full","stable",19,19,"Blue",60,53.7917000018601
"Full","volatile",20,20,"Green",85.2356625604439,87.7481475510206
"Full","volatile",21,21,"Green",91.3178238118204,95.553451050871
"Full","stable",22,22,"Blue",60,56.8388155459412
"Full","volatile",23,23,"Green",97.6524673618906,96.7859485868166
"Full","volatile",24,24,"Green",86.6407956199858,91.1178936592991
"Full","stable",25,25,"Blue",60,61.6370286650878
"Full","volatile",26,26,"Green",82.8259134546933,79.8559866235872
"Full","volatile",27,27,"Green",86.1148306285653,84.9275865249378
"Full","volatile",28,28,"Green",74.7772976865873,71.868048751908
"Full","stable",29,29,"Blue",60,62.0968663530148
"Full","volatile",30,30,"Green",76.2991198488165,72.8600318037547
"Full","volatile",31,31,"Green",71.3547196418144,68.1146108796488
"Full","stable",32,32,"Blue",60,59.0073263024775
"Full","stable",33,33,"Blue",60,58.2098506675811
"Full","stable",34,34,"Blue",60,62.506415545082
"Full","stable",35,35,"Blue",60,67.6037767547098
"Full","stable",36,36,"Blue",60,55.9308003322718
"Full","volatile",37,37,"Green",72.2246322947655,64.4943463810656
"Full","stable",38,38,"Blue",60,59.8253891607246
"Full","volatile",39,39,"Green",77.8251611676232,78.9005471347264
"Full","stable",40,40,"Blue",60,61.9830948519293
"Partial","stable",41,1,"Red",60,54.2001821295992
"Partial","stable",42,2,"Red",60,57.2841016970575
"Partial","volatile",43,3,"Yellow",55.8422311171458,52.6503535784159
"Partial","stable",44,4,"Red",60,60.4410211139114
"Partial","stable",45,5,"Red",60,60.410351978909
"Partial","stable",46,6,"Red",60,68.4464265275018
"Partial","volatile",47,7,"Yellow",66.8942321578693,66.9768686187995
"Partial","volatile",48,8,"Yellow",64.9374853729694,68.0389632664934
"Partial","stable",49,9,"Red",60,61.0178777483069
"Partial","volatile",50,10,"Yellow",61.9033361196852,67.0972107577041
"Partial","stable",51,11,"Red",60,64.8773596298653
"Partial","stable",52,12,"Red",60,61.5922018043647
"Partial","stable",53,13,"Red",60,64.604200625736
"Partial","stable",54,14,"Red",60,54.7014505594984
"Partial","volatile",55,15,"Yellow",66.1952579162233,73.6496993815972
"Partial","volatile",56,16,"Yellow",64.5351411840082,64.9704685307526
"Partial","volatile",57,17,"Yellow",66.1031386181161,64.0155101858293
"Partial","stable",58,18,"Red",60,58.5680421040382
"Partial","volatile",59,19,"Yellow",69.7199890033557,68.9163710502871
"Partial","volatile",60,20,"Yellow",82.1119914202875,82.3939965177174
"Partial","stable",61,21,"Red",60,57.6948206515602
"Partial","volatile",62,22,"Yellow",81.5223311377734,79.2321171732023
"Partial","volatile",63,23,"Yellow",82.6464380728299,78.5203645527191
"Partial","volatile",64,24,"Yellow",75.8688527507408,73.8793383917638
"Partial","stable",65,25,"Red",60,62.0398702379667
"Partial","volatile",66,26,"Yellow",84.2195732869413,87.0918534869215
"Partial","volatile",67,27,"Yellow",93.780421601365,89.5139159910154
"Partial","volatile",68,28,"Yellow",107.359440202939,106.829537977986
"Partial","stable",69,29,"Red",60,58.5648762118043
"Partial","volatile",70,30,"Yellow",103.992376290235,105.703582053878
"Partial","stable",71,31,"Red",60,62.7707314396046
"Partial","volatile",72,32,"Yellow",105.686625723926,108.571996105137
"Partial","stable",73,33,"Red",60,60.493347708672
"Partial","stable",74,34,"Red",60,51.2221608616312
"Partial","volatile",75,35,"Yellow",107.410447178517,107.750190264805
"Partial","stable",76,36,"Red",60,60.3484540364882
"Partial","volatile",77,37,"Yellow",116.971981277559,114.326550868762
"Partial","stable",78,38,"Red",60,58.3634607272792
"Partial","stable",79,39,"Red",60,62.0318434597975
"Partial","volatile",80,40,"Yellow",97.9904422449326,95.5444359504881
"None","stable",81,1,"Orange",60,58.3341003990311
"None","volatile",82,2,"Purple",62.302005845421,63.5765081893526
"None","volatile",83,3,"Purple",61.8217980431293,58.1060465516929
"None","volatile",84,4,"Purple",66.3761509145937,67.7544090433034
"None","stable",85,5,"Orange",60,58.6177854602738
"None","volatile",86,6,"Purple",69.0509264160472,72.2700504835258
"None","stable",87,7,"Orange",60,54.9897836132149
"None","volatile",88,8,"Purple",67.3260663516165,69.2537377343254
"None","volatile",89,9,"Purple",66.9104565775869,67.5420972486594
"None","stable",90,10,"Orange",60,61.6993919844465
"None","stable",91,11,"Orange",60,60.9832713432563
