"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","volatile",1,1,"Green",66.7430589187594,67.2113429266461
"Full","stable",2,2,"Blue",60,59.8822738639215
"Full","stable",3,3,"Blue",60,64.7118341417732
"Full","stable",4,4,"Blue",60,57.7621261069891
"Full","stable",5,5,"Blue",60,60.8235322472781
"Full","stable",6,6,"Blue",60,63.3974942099746
"Full","volatile",7,7,"Green",72.9220180154016,71.2558880895435
"Full","volatile",8,8,"Green",73.8525937840793,72.7195610873604
"Full","volatile",9,9,"Green",71.286193896795,67.6544387903403
"Full","volatile",10,10,"Green",65.9127063999377,64.1937024059431
"Full","stable",11,11,"Blue",60,57.894286103988
"Full","volatile",12,12,"Green",66.8162792240381,65.5570125641321
"Full","stable",13,13,"Blue",60,62.0390548728503
"Full","stable",14,14,"Blue",60,54.8161367316495
"Full","volatile",15,15,"Green",70.6187570818005,71.4022947095434
"Full","volatile",16,16,"Green",66.004918475077,69.4599943103262
"Full","stable",17,17,"Blue",60,59.2316007238926
"Full","volatile",18,18,"Green",52.1926867568186,49.9761859273467
"Full","volatile",19,19,"Green",46.4057614822314,52.3924581447475
"Full","stable",20,20,"Blue",60,64.3235213989046
"Full","stable",21,21,"Blue",60,55.3806915514838
"Full","stable",22,22,"Blue",60,61.5696305586497
"Full","volatile",23,23,"Green",40.12609799689,43.398482704141
"Full","stable",24,24,"Blue",60,58.4436419091659
"Full","stable",25,25,"Blue",60,56.752850349044
"Full","volatile",26,26,"Green",30.2699636440595,27.5298351485981
"Full","volatile",27,27,"Green",34.8918587837443,36.6896208066478
"Full","stable",28,28,"Blue",60,58.3883232629588
"Full","stable",29,29,"Blue",60,57.0476586235606
"Full","stable",30,30,"Blue",60,61.4371514542788
"Full","volatile",31,31,"Green",27.6098726448538,25.9461708069811
"Full","volatile",32,32,"Green",32.6443282046572,32.265975515179
"Full","volatile",33,33,"Green",33.0111907577774,36.6923947256925
"Full","volatile",34,34,"Green",40.6662645768576,36.051695345065
"Full","volatile",35,35,"Green",53.2387010460007,52.9898634577532
