"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","stable",1,1,"Blue",60,60.2643807485998
"Full","stable",2,2,"Blue",60,56.6929294779574
"Full","volatile",3,3,"Green",58.5984272461674,54.6137315460911
"Full","stable",4,4,"Blue",60,58.9965236482776
"Full","stable",5,5,"Blue",60,65.8746321187954
"Full","stable",6,6,"Blue",60,59.6630319550875
"Full","volatile",7,7,"Green",55.4416492536892,53.2721634370564
"Full","volatile",8,8,"Green",56.3461403888788,54.6505775956608
"Full","stable",9,9,"Blue",60,60.7792393250225
"Full","stable",10,10,"Blue",60,62.4319403688126
"Full","volatile",11,11,"Green",65.8090311652316,66.4808118676459
"Full","stable",12,12,"Blue",60,63.2847901304883
"Full","stable",13,13,"Blue",60,60.1246625437467
"Full","volatile",14,14,"Green",74.8050001141249,74.5323454424602
"Full","volatile",15,15,"Green",73.0118862654289,72.0087105219123
"Full","volatile",16,16,"Green",73.8511513686513,69.7478654712448
"Full","volatile",17,17,"Green",78.5266212038336,78.9651346998825
"Full","volatile",18,18,"Green",73.1191795612836,71.0772229478546
"Full","volatile",19,19,"Green",83.4667084333488,83.3426420138043
"Full","stable",20,20,"Blue",60,56.347174298602
"Full","stable",21,21,"Blue",60,62.6716368396043
"Full","volatile",22,22,"Green",77.0024863506345,75.5987449800873
"Full","volatile",23,23,"Green",66.4025989240658,65.7463549258574
"Full","stable",24,24,"Blue",60,61.8623180835989
"Full","stable",25,25,"Blue",60,58.4774148179807
"Full","volatile",26,26,"Green",70.6927206583425,71.4342038209694
"Full","volatile",27,27,"Green",71.0661914814138,75.0472461747197
"Full","volatile",28,28,"Green",65.8172341395567,72.9715594974898
"Full","stable",29,29,"Blue",60,58.3274730533806
"Full","volatile",30,30,"Green",59.0618351242171,56.7197408386149
"Full","stable",31,31,"Blue",60,63.2092170744094
"Full","stable",32,32,"Blue",60,59.3606427074805
"Full","stable",33,33,"Blue",60,55.1875232148197
"Full","volatile",34,34,"Green",74.2082404303543,75.4067606370257
"Full","volatile",35,35,"Green",77.9042429566047,75.1950444812233
"Full","volatile",36,36,"Green",86.9507569608652,92.213764006408
"Full","stable",37,37,"Blue",60,60.458547629864
"Full","stable",38,38,"Blue",60,62.4663631048341
"Full","volatile",39,39,"Green",78.070877215648,83.839194486955
