"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","volatile",1,1,"Green",65.0902194216391,66.0936113662463
"Full","volatile",2,2,"Green",66.9893677648483,65.2003629485874
"Full","volatile",3,3,"Green",64.4162023110542,60.9046023258723
"Full","volatile",4,4,"Green",63.1885821532395,62.892933930271
"Full","volatile",5,5,"Green",50.998625854061,47.5234031117296
"Full","volatile",6,6,"Green",44.6729197592757,43.7088615108071
"Full","volatile",7,7,"Green",59.2174073496384,63.5615406512698
"Full","stable",8,8,"Blue",60,58.4836925294881
"Full","stable",9,9,"Blue",60,58.0788927523993
"Full","volatile",10,10,"Green",70.5965174020601,70.4942101050799
"Full","stable",11,11,"Blue",60,58.2501653736322
"Full","volatile",12,12,"Green",73.5666279603853,74.7807094861542
"Full","volatile",13,13,"Green",69.9781913914333,69.6217346429208
"Full","volatile",14,14,"Green",74.4828431438414,76.4933716549353
"Full","stable",15,15,"Blue",60,62.6794044481961
"Full","stable",16,16,"Blue",60,60.4601947798828
"Full","stable",17,17,"Blue",60,58.6501198657626
"Full","stable",18,18,"Blue",60,60.75417675216
"Full","volatile",19,19,"Green",77.8368549871368,80.097559737434
"Full","stable",20,20,"Blue",60,54.7247697231582
"Full","stable",21,21,"Blue",60,62.5105773912928
"Full","stable",22,22,"Blue",60,57.6956048235805
"Full","stable",23,23,"Blue",60,60.4548441209721
"Full","stable",24,24,"Blue",60,62.8680806188853
"Full","stable",25,25,"Blue",60,51.9190049595903
"Full","stable",26,26,"Blue",60,58.3493188983106
"Full","stable",27,27,"Blue",60,62.7666075421243
"Full","volatile",28,28,"Green",73.668338995138,75.6444408175433
"Full","volatile",29,29,"Green",72.9079778721595,70.3122748850473
"Full","volatile",30,30,"Green",79.1726478165122,73.2914483641062
"Full","volatile",31,31,"Green",76.5814365816317,76.7441714988134
"Full","volatile",32,32,"Green",72.9804701376307,75.1356822397746
"Full","volatile",33,33,"Green",79.390324014146,85.7068123734984
"Full","stable",34,34,"Blue",60,65.6756151922469
"Full","stable",35,35,"Blue",60,60.095129066905
"Full","stable",36,36,"Blue",60,58.9578974432032
"Full","stable",37,37,"Blue",60,60.0548067997006
"Full","stable",38,38,"Blue",60,66.5087796073802
"Full","volatile",39,39,"Green",80.4267638533099,81.7776186212925
"Full","volatile",40,40,"Green",66.9256674094618,63.9802887118949
"Partial","stable",41,1,"Red",60,62.3695376410211
"Partial","volatile",42,2,"Yellow",69.5947235928383,69.8261675391352
"Partial","stable",43,3,"Red",60,59.2680941756961
"Partial","volatile",44,4,"Yellow",51.0384611561637,45.565063775986
"Partial","volatile",45,5,"Yellow",50.8199633675471,46.7260942893377
"Partial","volatile",46,6,"Yellow",50.6728647475509,53.2556552060392
"Partial","stable",47,7,"Red",60,58.0553378488532
"Partial","stable",48,8,"Red",60,61.042760972022
"Partial","volatile",49,9,"Yellow",51.0766731109075,47.014714076291
"Partial","stable",50,10,"Red",60,58.4364483571622
"Partial","stable",51,11,"Red",60,56.5438613904553
"Partial","volatile",52,12,"Yellow",57.819448430569,56.1076930936285
"Partial","stable",53,13,"Red",60,60.4565785000996
"Partial","stable",54,14,"Red",60,62.472334007267
"Partial","volatile",55,15,"Yellow",52.8637024581737,50.2704416128507
"Partial","stable",56,16,"Red",60,62.0314302756077
"Partial","stable",57,17,"Red",60,56.0272016299776
"Partial","stable",58,18,"Red",60,59.0056391910286
"Partial","stable",59,19,"Red",60,66.4357796613322
"Partial","volatile",60,20,"Yellow",51.6327966365938,51.736024328085
"Partial","volatile",61,21,"Yellow",43.8494814606116,43.3921808987065
"Partial","stable",62,22,"Red",60,56.5405644623533
"Partial","volatile",63,23,"Yellow",50.1394747308594,52.4091922213996
"Partial","volatile",64,24,"Yellow",51.7054463823318,53.0115312826724
"Partial","volatile",65,25,"Yellow",50.5539936139582,50.3061792403783
"Partial","volatile",66,26,"Yellow",60.403447727639,57.7602172658466
"Partial","stable",67,27,"Red",60,57.0734685542835
"Partial","stable",68,28,"Red",60,60.3533392122649
"Partial","volatile",69,29,"Yellow",58.4586930492533,58.7637365006465
"Partial","stable",70,30,"Red",60,61.319865084086
"Partial","volatile",71,31,"Yellow",55.7546864749466,59.4567923605869
"Partial","stable",72,32,"Red",60,55.0237259146112
"Partial","volatile",73,33,"Yellow",41.2189271238831,47.4170581460643
"Partial","stable",74,34,"Red",60,55.665520940409
"Partial","stable",75,35,"Red",60,58.5230013309702
"Partial","volatile",76,36,"Yellow",35.3674019663966,36.3411135853323
"Partial","volatile",77,37,"Yellow",34.2464666090204,41.0529126411251
"Partial","volatile",78,38,"Yellow",20.5205401303537,24.3354840718801
"Partial","volatile",79,39,"Yellow",16.7520276636121,12.6878979296493
"Partial","stable",80,40,"Red",60,59.8217943576466
"None","stable",81,1,"Orange",60,62.2486983335201
"None","volatile",82,2,"Purple",60.5606292506355,59.8476445136047
"None","volatile",83,3,"Purple",64.2842414461643,68.7759839247554
"None","stable",84,4,"Orange",60,56.8038574373904
"None","stable",85,5,"Orange",60,61.03813105499
"None","stable",86,6,"Orange",60,60.3517935346174
"None","volatile",87,7,"Purple",67.724072355174,67.3292201468762
"None","volatile",88,8,"Purple",71.284579478522,71.6436484119191
"None","stable",89,9,"Orange",60,66.5774627730411
"None","stable",90,10,"Orange",60,52.0431414268712
"None","volatile",91,11,"Purple",73.7128157323764,75.4066450765458
