"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","stable",1,1,"Blue",60,58.7942776880927
"Full","stable",2,2,"Blue",60,61.2405257969667
"Full","volatile",3,3,"Green",54.4515556991264,50.4648989897354
"Full","volatile",4,4,"Green",60.9029969125298,58.38006829878
"Full","stable",5,5,"Blue",60,60.5639290705778
"Full","volatile",6,6,"Green",63.8144209651826,63.1632715945884
"Full","stable",7,7,"Blue",60,56.4941505861029
"Full","volatile",8,8,"Green",63.8667676915194,65.349513021877
"Full","stable",9,9,"Blue",60,60.4206097403359
"Full","stable",10,10,"Blue",60,63.3937092174079
"Full","stable",11,11,"Blue",60,57.8523884790676
"Full","stable",12,12,"Blue",60,63.3629101074896
"Full","volatile",13,13,"Green",65.1003767598909,66.6148041950892
"Full","volatile",14,14,"Green",52.9242791637876,51.3685445959361
"Full","stable",15,15,"Blue",60,58.2842209664899
"Full","stable",16,16,"Blue",60,57.497513850475
"Full","volatile",17,17,"Green",54.9909698333322,55.5234841563048
"Full","volatile",18,18,"Green",47.8448589469164,48.1300595491306
"Full","volatile",19,19,"Green",44.4033631187618,42.6724947353918
"Full","stable",20,20,"Blue",60,60.1290597013088
"Full","stable",21,21,"Blue",60,60.6855771603511
"Full","volatile",22,22,"Green",44.4899090842544,48.2472999176042
"Full","stable",23,23,"Blue",60,59.3795877836005
"Full","stable",24,24,"Blue",60,57.961750558333
"Full","stable",25,25,"Blue",60,61.0591570824195
"Full","volatile",26,26,"Green",37.7980930249645,33.5323951458303
"Full","stable",27,27,"Blue",60,56.4823786862863
"Full","volatile",28,28,"Green",39.0999794046609,39.5103430035092
"Full","volatile",29,29,"Green",36.431927316879,35.1632446537796
"Full","stable",30,30,"Blue",60,56.4771900014099
"Full","volatile",31,31,"Green",26.5806386676408,27.171326200465
"Full","volatile",32,32,"Green",29.7325780058359,31.7716152979592
"Full","volatile",33,33,"Green",28.4283004654912,31.0484383098021
"Full","stable",34,34,"Blue",60,63.491883303269
"Full","volatile",35,35,"Green",30.4627398965258,30.8325204240413
"Full","volatile",36,36,"Green",30.2844185467979,34.1614328571653
"Full","stable",37,37,"Blue",60,57.2098301695157
"Full","volatile",38,38,"Green",31.01574371824,28.6471336609903
"Full","volatile",39,39,"Green",33.1369129345338,33.2626085906861
"Full","stable",40,40,"Blue",60,52.7056740721819
"Partial","volatile",41,1,"Yellow",58.2757776042846,57.4918535816105
"Partial","stable",42,2,"Red",60,56.6911264622632
"Partial","stable",43,3,"Red",60,62.5790001413473
"Partial","stable",44,4,"Red",60,60.9661477926774
"Partial","volatile",45,5,"Yellow",59.7959472299294,60.0421995979332
"Partial","stable",46,6,"Red",60,66.0308953893245
"Partial","stable",47,7,"Red",60,62.8618366463584
"Partial","volatile",48,8,"Yellow",54.1383068636797,46.4100506046235
"Partial","stable",49,9,"Red",60,57.4051431979078
"Partial","stable",50,10,"Red",60,59.60787967739
"Partial","stable",51,11,"Red",60,62.8353773398032
