"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","stable",1,1,"Blue",60,65.0374118360736
"Full","volatile",2,2,"Green",63.830317593739,63.1225783611371
"Full","volatile",3,3,"Green",65.3135757672705,70.1162177677052
"Full","volatile",4,4,"Green",57.466610444578,60.8849514283326
"Full","stable",5,5,"Blue",60,61.771629050036
"Full","volatile",6,6,"Green",55.1215192720623,57.6757733512378
"Full","volatile",7,7,"Green",47.9381350649121,49.4410268867564
"Full","stable",8,8,"Blue",60,63.3512841801844
"Full","volatile",9,9,"Green",50.2194447050291,45.5502741760679
"Full","stable",10,10,"Blue",60,61.7758298549973
"Full","stable",11,11,"Blue",60,57.4026122228492
"Full","volatile",12,12,"Green",60.9782536252042,56.9242440369031
"Full","stable",13,13,"Blue",60,58.1924160082667
"Full","stable",14,14,"Blue",60,62.9929300022703
"Full","volatile",15,15,"Green",56.9208218803958,61.0695325567831
"Full","stable",16,16,"Blue",60,61.607061261379
"Full","stable",17,17,"Blue",60,63.0685634271258
"Full","stable",18,18,"Blue",60,60.3466155412641
"Full","volatile",19,19,"Green",66.6932056029571,63.6289221185578
"Full","volatile",20,20,"Green",62.8411844908002,63.1660312591628
"Full","volatile",21,21,"Green",70.2171085049482,65.5463599315156
"Full","stable",22,22,"Blue",60,61.5463631577378
"Full","stable",23,23,"Blue",60,57.2891183340911
"Full","stable",24,24,"Blue",60,55.7429960697439
"Full","stable",25,25,"Blue",60,60.7361209003622
"Full","volatile",26,26,"Green",83.8022226218998,84.0232664843103
"Full","stable",27,27,"Blue",60,59.6106512649171
"Full","volatile",28,28,"Green",76.2189074263298,76.5367804716246
"Full","volatile",29,29,"Green",84.9735878264793,81.01005093777
"Full","stable",30,30,"Blue",60,56.6559126497581
"Full","stable",31,31,"Blue",60,54.98790547752
"Full","volatile",32,32,"Green",91.2875982940854,89.058481214763
"Full","volatile",33,33,"Green",107.309995321213,106.223381334003
"Full","stable",34,34,"Blue",60,58.8490610983437
"Full","stable",35,35,"Blue",60,57.360378466257
"Full","volatile",36,36,"Green",104.16289972964,105.082643930656
"Full","volatile",37,37,"Green",108.152002413343,111.992848557572
"Full","volatile",38,38,"Green",107.971932920751,103.412115722231
"Full","volatile",39,39,"Green",109.775201216662,101.967900683855
"Full","stable",40,40,"Blue",60,59.9786080602122
"Partial","volatile",41,1,"Yellow",57.5348938110271,52.7570294221774
"Partial","volatile",42,2,"Yellow",56.5121091463194,56.410324108503
"Partial","volatile",43,3,"Yellow",67.4101401578299,72.6452136155511
"Partial","volatile",44,4,"Yellow",74.1244119510854,76.3822830175721
"Partial","volatile",45,5,"Yellow",75.8151469998753,78.7758817237363
"Partial","stable",46,6,"Red",60,63.6272483316738
"Partial","volatile",47,7,"Yellow",75.9338157172223,76.1396539882362
"Partial","stable",48,8,"Red",60,53.2515957843521
"Partial","stable",49,9,"Red",60,53.3529665232606
"Partial","stable",50,10,"Red",60,62.944940156524
"Partial","volatile",51,11,"Yellow",75.4069060929724,70.608181032075
"Partial","stable",52,12,"Red",60,64.1882798381348
"Partial","stable",53,13,"Red",60,60.2227272797706
"Partial","volatile",54,14,"Yellow",88.0997843539885,84.8055409044078
"Partial","volatile",55,15,"Yellow",90.0461652100254,92.0369354673954
"Partial","stable",56,16,"Red",60,61.6625268832536
"Partial","stable",57,17,"Red",60,63.867442405169
"Partial","stable",58,18,"Red",60,58.3757843404153
"Partial","stable",59,19,"Red",60,58.8833738187246
"Partial","stable",60,20,"Red",60,58.1258351439644
"Partial","stable",61,21,"Red",60,59.8137732613358
"Partial","stable",62,22,"Red",60,56.5446547820206
"Partial","stable",63,23,"Red",60,66.3417734406495
"Partial","volatile",64,24,"Yellow",97.2779036466205,93.8743933134788
"Partial","stable",65,25,"Red",60,57.5491779181879
"Partial","volatile",66,26,"Yellow",96.9496016929785,98.323740996123
"Partial","stable",67,27,"Red",60,57.4863577499334
"Partial","stable",68,28,"Red",60,61.6843927175238
"Partial","stable",69,29,"Red",60,58.8199742384618
"Partial","volatile",70,30,"Yellow",97.847578700659,103.717156407017
"Partial","volatile",71,31,"Yellow",100.613854210413,97.2294796560578
"Partial","stable",72,32,"Red",60,64.5144227188958
"Partial","volatile",73,33,"Yellow",96.0118533830269,95.9224974093628
"Partial","volatile",74,34,"Yellow",94.1689140460751,89.1992440201743
"Partial","volatile",75,35,"Yellow",97.935017786222,95.7513188293799
"Partial","volatile",76,36,"Yellow",90.8216694492722,89.7801711072506
"Partial","volatile",77,37,"Yellow",96.8112411964623,99.794290855601
"Partial","stable",78,38,"Red",60,59.3478429152998
"Partial","volatile",79,39,"Yellow",102.050738295812,103.379100604377
"Partial","volatile",80,40,"Yellow",113.776204677938,112.584338129025
"None","volatile",81,1,"Purple",73.9708998289918,71.0957128756101
"None","stable",82,2,"Orange",60,63.1228124545338
"None","volatile",83,3,"Purple",69.0129301553561,69.1313386779759
"None","volatile",84,4,"Purple",82.923886436066,78.8433425914475
"None","stable",85,5,"Orange",60,58.5689587280373
"None","stable",86,6,"Orange",60,58.5772305176133
"None","volatile",87,7,"Purple",69.8948911775481,68.9935886586612
"None","volatile",88,8,"Purple",72.7443898144216,66.03440200165
"None","volatile",89,9,"Purple",71.0964956818221,70.0730781806909
"None","stable",90,10,"Orange",60,63.7864079705265
"None","stable",91,11,"Orange",60,58.553246854942
"None","volatile",92,12,"Purple",64.6967407636389,64.448019710201
"None","stable",93,13,"Orange",60,58.974692999287
"None","volatile",94,14,"Purple",65.0075981342196,62.2978823333085
"None","volatile",95,15,"Purple",54.1937749439793,55.6868536543422
"None","volatile",96,16,"Purple",53.8239225953172,49.5454323082692
"None","stable",97,17,"Orange",60,56.5376316427831
"None","stable",98,18,"Orange",60,57.2754810745659
"None","stable",99,19,"Orange",60,60.7620234745649
"None","volatile",100,20,"Purple",57.6374487555227,57.4304688285588
"None","stable",101,21,"Orange",60,58.6116742039259
"None","stable",102,22,"Orange",60,61.3921357848397
"None","stable",103,23,"Orange",60,63.4389631042749
"None","volatile",104,24,"Purple",57.5924653355517,58.6102142630207
"None","volatile",105,25,"Purple",64.2975206194727,60.0722641752787
"None","stable",106,26,"Orange",60,62.6328977722931
"None","volatile",107,27,"Purple",62.1706028174826,61.6903486970459
"None","stable",108,28,"Orange",60,65.296929197349
"None","volatile",109,29,"Purple",66.6343244711436,64.2066695197897
"None","stable",110,30,"Orange",60,52.7493734010598
"None","stable",111,31,"Orange",60,60.3128384301375
"None","volatile",112,32,"Purple",73.6033405583722,73.5594635936682
"None","volatile",113,33,"Purple",77.7867175408901,79.3909104453145
"None","stable",114,34,"Orange",60,57.3222032100366
"None","volatile",115,35,"Purple",87.9224808596112,86.2132184858343
"None","volatile",116,36,"Purple",79.643689040246,79.4062384730994
"None","volatile",117,37,"Purple",85.4024259584594,84.9491594331444
"None","stable",118,38,"Orange",60,61.0034933179366
"None","stable",119,39,"Orange",60,60.3819982867386
"None","stable",120,40,"Orange",60,59.0800251758382
