"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","volatile",1,1,"Green",75.2903828103028,79.6911276767873
"Full","stable",2,2,"Blue",60,58.2183846762848
"Full","volatile",3,3,"Green",64.9311996067676,67.1568499594348
"Full","stable",4,4,"Blue",60,62.7700428648324
"Full","volatile",5,5,"Green",73.2113699852521,75.7214504821767
"Full","stable",6,6,"Blue",60,62.1668263452532
"Full","stable",7,7,"Blue",60,63.9630141939046
"Full","stable",8,8,"Blue",60,60.4144222151582
"Full","volatile",9,9,"Green",71.8073320836303,75.2830112662193
"Full","stable",10,10,"Blue",60,63.1025932115067
"Full","volatile",11,11,"Green",83.1755492535973,83.5940088255785
"Full","stable",12,12,"Blue",60,61.3610483897823
"Full","stable",13,13,"Blue",60,58.3908753458718
"Full","stable",14,14,"Blue",60,61.2618653806191
"Full","stable",15,15,"Blue",60,61.9221008706836
"Full","volatile",16,16,"Green",84.6222607029994,83.9298276381005
"Full","stable",17,17,"Blue",60,61.0561205578813
"Full","stable",18,18,"Blue",60,61.7472782370793
"Full","stable",19,19,"Blue",60,55.9346268832309
"Full","stable",20,20,"Blue",60,63.7181825446689
"Full","volatile",21,21,"Green",89.7096608865825,93.5621445135188
"Full","stable",22,22,"Blue",60,55.473650351647
"Full","volatile",23,23,"Green",86.586867146757,80.92101921116
"Full","volatile",24,24,"Green",94.1767253543332,92.0273531131143
"Full","volatile",25,25,"Green",95.566266176493,100.288715014339
"Full","volatile",26,26,"Green",94.1198363873562,89.6149706030389
"Full","volatile",27,27,"Green",90.5409746717787,90.5471616262399
"Full","stable",28,28,"Blue",60,56.8973506003717
"Full","volatile",29,29,"Green",84.7379153705842,82.1746276311768
"Full","volatile",30,30,"Green",93.6952259773465,97.5018661885707
"Full","volatile",31,31,"Green",104.241558019382,107.803811337772
"Full","stable",32,32,"Blue",60,56.6990781948265
"Full","stable",33,33,"Blue",60,58.308386975286
"Full","volatile",34,34,"Green",117.117601153428,114.181063613725
"Full","stable",35,35,"Blue",60,58.8980379368727
"Full","volatile",36,36,"Green",119.677672880936,117.788685992951
"Full","stable",37,37,"Blue",60,58.308024515802
"Full","volatile",38,38,"Green",115.138087483093,116.638049362035
"Full","volatile",39,39,"Green",120,120
"Full","volatile",40,40,"Green",120,120
"Partial","volatile",41,1,"Yellow",60.1295973830046,62.730866628763
"Partial","stable",42,2,"Red",60,57.1843477374901
"Partial","volatile",43,3,"Yellow",59.1174736335538,60.7077072916132
"Partial","stable",44,4,"Red",60,55.5896911359479
"Partial","stable",45,5,"Red",60,57.021854979105
"Partial","stable",46,6,"Red",60,62.3695471398219
"Partial","volatile",47,7,"Yellow",57.9977693166943,56.1875980695929
"Partial","volatile",48,8,"Yellow",53.7730709496715,53.4235648048848
"Partial","volatile",49,9,"Yellow",55.4843893180124,56.0248062867386
"Partial","stable",50,10,"Red",60,55.3847311701498
"Partial","volatile",51,11,"Yellow",55.5956377614377,58.8147134564827
"Partial","stable",52,12,"Red",60,61.7071363771465
"Partial","volatile",53,13,"Yellow",52.3482723742389,50.7403261093133
"Partial","stable",54,14,"Red",60,59.6008465737355
"Partial","volatile",55,15,"Yellow",52.7288511774569,57.0084961669438
"Partial","volatile",56,16,"Yellow",55.6518403425203,57.2217406741455
"Partial","stable",57,17,"Red",60,61.1144925166057
"Partial","volatile",58,18,"Yellow",46.561523668063,46.155645134812
"Partial","stable",59,19,"Red",60,55.999205872602
"Partial","volatile",60,20,"Yellow",49.7909021216436,52.6236710254278
"Partial","stable",61,21,"Red",60,63.3390885801913
"Partial","volatile",62,22,"Yellow",59.8233974083019,59.8018200489734
"Partial","stable",63,23,"Red",60,62.5493995842284
"Partial","stable",64,24,"Red",60,54.7239400022723
"Partial","volatile",65,25,"Yellow",48.1673065353655,50.3048624284911
"Partial","volatile",66,26,"Yellow",44.8024321484887,47.1847292915311
"Partial","stable",67,27,"Red",60,56.8959225474787
